"KO"	"extracted_text"
"156315"	"K01853"	"TRINITY_DN475040_c0_g1_i1"
"156318"	"K01551"	"TRINITY_DN475090_c0_g2_i1"
"156324"	"K19481"	"TRINITY_DN475289_c0_g1_i1"
"156325"	"K12857"	"TRINITY_DN475322_c0_g1_i1"
"156326"	"K17428"	"TRINITY_DN475385_c0_g2_i2"
"156332"	"K01740"	"TRINITY_DN475606_c0_g1_i1"
"156333"	"K01011"	"TRINITY_DN475613_c0_g1_i1"
"156334"	"K18726"	"TRINITY_DN475647_c0_g1_i1"
"156335"	"K01761"	"TRINITY_DN475688_c0_g1_i1"
"156341"	"K02705"	"TRINITY_DN475_c1_g2_i1"
"156348"	"K10370"	"TRINITY_DN476267_c1_g1_i1"
"156351"	"K02600"	"TRINITY_DN476432_c0_g1_i1"
"156352"	"K11333"	"TRINITY_DN476440_c2_g1_i1"
"156353"	"K11333"	"TRINITY_DN476440_c4_g1_i1"
"156354"	"K22010"	"TRINITY_DN476471_c0_g1_i1"
"156356"	"K24970"	"TRINITY_DN476547_c0_g1_i1"
"156357"	"K01080"	"TRINITY_DN476593_c0_g1_i1"
"156358"	"K02917"	"TRINITY_DN476604_c0_g1_i2"
"156359"	"K14830"	"TRINITY_DN476609_c0_g2_i1"
"156362"	"K00986"	"TRINITY_DN47660_c2_g4_i1"
"156363"	"K00986"	"TRINITY_DN47660_c2_g4_i2"
"156364"	"K07335"	"TRINITY_DN476617_c0_g1_i1"
"156365"	"K10380"	"TRINITY_DN476624_c0_g1_i1"
"156368"	"K00945"	"TRINITY_DN476742_c0_g1_i1"
"156369"	"K00830"	"TRINITY_DN476843_c0_g1_i1"
"156373"	"K22910"	"TRINITY_DN47702_c0_g1_i1"
"156384"	"K17805"	"TRINITY_DN477212_c0_g1_i12"
"156388"	"K09408"	"TRINITY_DN477254_c0_g1_i1"
"156389"	"K20184"	"TRINITY_DN477255_c0_g1_i1"
"156392"	"K21071"	"TRINITY_DN477362_c0_g1_i2"
"156401"	"K03406"	"TRINITY_DN477476_c0_g3_i1"
"156404"	"K00705"	"TRINITY_DN477510_c0_g1_i1"
"156410"	"K04407"	"TRINITY_DN477733_c0_g2_i1"
"156412"	"K11717"	"TRINITY_DN477858_c0_g1_i1"
"156413"	"K11717"	"TRINITY_DN477858_c0_g2_i1"
"156424"	"K04373"	"TRINITY_DN47805_c0_g1_i1"
"156428"	"K14267"	"TRINITY_DN478209_c0_g2_i1"
"156431"	"K03168"	"TRINITY_DN478235_c0_g2_i1"
"156435"	"K01915"	"TRINITY_DN47836_c0_g2_i3"
"156436"	"K01915"	"TRINITY_DN47836_c1_g1_i1"
"156439"	"K07213"	"TRINITY_DN478473_c0_g1_i1"
"156440"	"K19525"	"TRINITY_DN478482_c0_g1_i1"
"156444"	"K14288"	"TRINITY_DN478625_c0_g1_i1"
"156455"	"K06096"	"TRINITY_DN478979_c0_g1_i1"
"156458"	"K01897"	"TRINITY_DN479076_c0_g3_i1"
"156461"	"K02004"	"TRINITY_DN479251_c0_g1_i1"
"156462"	"K24422"	"TRINITY_DN4792_c0_g1_i4"
"156472"	"K15778"	"TRINITY_DN479471_c0_g1_i1"
"156481"	"K14709"	"TRINITY_DN4796_c0_g1_i12"
"156482"	"K14709"	"TRINITY_DN4796_c0_g2_i2"
"156483"	"K10250"	"TRINITY_DN479704_c0_g1_i1"
"156485"	"K04945"	"TRINITY_DN479730_c0_g1_i1"
"156486"	"K04945"	"TRINITY_DN479730_c0_g3_i1"
"156490"	"K10599"	"TRINITY_DN47977_c0_g1_i2"
"156491"	"K10599"	"TRINITY_DN47977_c0_g2_i1"
"156492"	"K21430"	"TRINITY_DN479796_c0_g1_i1"
"156493"	"K21430"	"TRINITY_DN479796_c0_g1_i2"
"156497"	"K11808"	"TRINITY_DN47989_c0_g2_i1"
"156498"	"K11808"	"TRINITY_DN47989_c0_g3_i1"
"156513"	"K02128"	"TRINITY_DN480048_c0_g1_i1"
"156514"	"K16055"	"TRINITY_DN480112_c0_g1_i1"
"156516"	"K01173"	"TRINITY_DN480132_c0_g1_i1"
"156519"	"K14055"	"TRINITY_DN48017_c0_g1_i1"
"156526"	"K02974"	"TRINITY_DN480443_c0_g1_i1"
"156527"	"K05646"	"TRINITY_DN480500_c0_g2_i1"
"156529"	"K02133"	"TRINITY_DN480627_c0_g1_i1"
"156530"	"K02133"	"TRINITY_DN480627_c0_g2_i1"
"156535"	"K14831"	"TRINITY_DN480770_c0_g1_i1"
"156539"	"K04077"	"TRINITY_DN480992_c0_g1_i1"
"156551"	"K01255"	"TRINITY_DN481280_c0_g3_i1"
"156552"	"K16449"	"TRINITY_DN481304_c0_g1_i1"
"156555"	"K02314"	"TRINITY_DN481438_c0_g1_i1"
"156563"	"K13908"	"TRINITY_DN481639_c0_g1_i1"
"156568"	"K10462"	"TRINITY_DN481855_c0_g1_i1"
"156570"	"K07936"	"TRINITY_DN481926_c0_g1_i1"
"156571"	"K11824"	"TRINITY_DN481927_c0_g1_i1"
"156576"	"K17943"	"TRINITY_DN482055_c0_g2_i1"
"156577"	"K00264"	"TRINITY_DN482056_c0_g1_i1"
"156579"	"K01999"	"TRINITY_DN482130_c0_g1_i2"
"156580"	"K03696"	"TRINITY_DN482144_c0_g1_i1"
"156581"	"K03696"	"TRINITY_DN482144_c0_g1_i2"
"156588"	"K02035"	"TRINITY_DN482504_c1_g1_i1"
"156590"	"K01869"	"TRINITY_DN482584_c0_g1_i1"
"156591"	"K06001"	"TRINITY_DN482588_c0_g1_i1"
"156600"	"K03496"	"TRINITY_DN482839_c0_g1_i1"
"156602"	"K02901"	"TRINITY_DN482846_c0_g1_i1"
"156603"	"K17892"	"TRINITY_DN482850_c0_g1_i2"
"156606"	"K23544"	"TRINITY_DN483009_c0_g1_i1"
"156610"	"K02357"	"TRINITY_DN483109_c0_g2_i1"
"156622"	"K05016"	"TRINITY_DN483226_c0_g1_i2"
"156623"	"K02034"	"TRINITY_DN483236_c0_g1_i1"
"156627"	"K10534"	"TRINITY_DN483460_c0_g1_i1"
"156630"	"K12391"	"TRINITY_DN483518_c0_g2_i1"
"156641"	"K06195"	"TRINITY_DN484081_c0_g1_i1"
"156648"	"K12625"	"TRINITY_DN484227_c0_g1_i2"
"156652"	"K17218"	"TRINITY_DN4843_c0_g1_i1"
"156655"	"K11838"	"TRINITY_DN48443_c0_g1_i1"
"156656"	"K11838"	"TRINITY_DN48443_c0_g1_i4"
"156657"	"K15789"	"TRINITY_DN484469_c0_g1_i1"
"156662"	"K00342"	"TRINITY_DN484547_c0_g1_i1"
"156663"	"K12524"	"TRINITY_DN484555_c0_g1_i1"
"156664"	"K08927"	"TRINITY_DN484563_c0_g1_i1"
"156669"	"K03704"	"TRINITY_DN484852_c0_g2_i1"
"156670"	"K00249"	"TRINITY_DN484858_c0_g1_i1"
"156671"	"K10357"	"TRINITY_DN484876_c0_g1_i1"
"156673"	"K15102"	"TRINITY_DN484909_c0_g1_i1"
"156674"	"K17455"	"TRINITY_DN484941_c0_g1_i1"
"156685"	"K06821"	"TRINITY_DN485464_c0_g2_i1"
"156686"	"K00128"	"TRINITY_DN485468_c0_g1_i1"
"156687"	"K17086"	"TRINITY_DN485527_c0_g1_i1"
"156688"	"K07483"	"TRINITY_DN485529_c0_g1_i1"
"156690"	"K01897"	"TRINITY_DN485539_c0_g1_i1"
"156691"	"K23325"	"TRINITY_DN485557_c0_g1_i1"
"156693"	"K14787"	"TRINITY_DN485604_c0_g2_i1"
"156694"	"K22235"	"TRINITY_DN485651_c0_g1_i1"
"156695"	"K22235"	"TRINITY_DN485651_c0_g1_i2"
"156702"	"K03024"	"TRINITY_DN486102_c0_g2_i1"
"156703"	"K01008"	"TRINITY_DN486228_c0_g1_i1"
"156705"	"K08794"	"TRINITY_DN486294_c0_g1_i1"
"156707"	"K07259"	"TRINITY_DN486394_c0_g1_i2"
"156710"	"K04858"	"TRINITY_DN48653_c1_g1_i1"
"156712"	"K00514"	"TRINITY_DN486649_c0_g1_i1"
"156714"	"K01114"	"TRINITY_DN486692_c0_g1_i1"
"156715"	"K11069"	"TRINITY_DN486730_c0_g2_i1"
"156718"	"K03386"	"TRINITY_DN486876_c0_g1_i1"
"156719"	"K01866"	"TRINITY_DN486885_c0_g1_i1"
"156723"	"K02878"	"TRINITY_DN486910_c0_g1_i1"
"156732"	"K24776"	"TRINITY_DN487085_c0_g2_i1"
"156733"	"K20456"	"TRINITY_DN487114_c0_g1_i1"
"156734"	"K00876"	"TRINITY_DN48711_c0_g1_i5"
"156735"	"K00876"	"TRINITY_DN48711_c0_g1_i6"
"156738"	"K17605"	"TRINITY_DN487207_c0_g1_i1"
"156739"	"K02979"	"TRINITY_DN487212_c0_g1_i1"
"156740"	"K02979"	"TRINITY_DN487212_c0_g1_i2"
"156741"	"K02979"	"TRINITY_DN487212_c4_g1_i1"
"156752"	"K06236"	"TRINITY_DN487589_c0_g1_i1"
"156762"	"K04564"	"TRINITY_DN487938_c0_g1_i3"
"156763"	"K04564"	"TRINITY_DN487938_c1_g1_i1"
"156770"	"K12951"	"TRINITY_DN488049_c0_g1_i1"
"156771"	"K14839"	"TRINITY_DN488162_c0_g1_i1"
"156772"	"K01803"	"TRINITY_DN488183_c0_g1_i1"
"156774"	"K21988"	"TRINITY_DN488227_c0_g1_i1"
"156779"	"K21498"	"TRINITY_DN488588_c0_g1_i1"
"156780"	"K18086"	"TRINITY_DN488639_c0_g1_i1"
"156784"	"K03403"	"TRINITY_DN488703_c0_g1_i1"
"156787"	"K08852"	"TRINITY_DN488749_c0_g1_i1"
"156788"	"K06236"	"TRINITY_DN4887_c6_g2_i1"
"156790"	"K20242"	"TRINITY_DN4888_c0_g2_i7"
"156791"	"K12874"	"TRINITY_DN488916_c0_g1_i1"
"156797"	"K02035"	"TRINITY_DN4891_c0_g2_i1"
"156799"	"K15494"	"TRINITY_DN48920_c1_g1_i1"
"156800"	"K02873"	"TRINITY_DN489261_c0_g2_i1"
"156802"	"K25639"	"TRINITY_DN489530_c0_g3_i1"
"156803"	"K00850"	"TRINITY_DN489540_c0_g1_i1"
"156804"	"K02884"	"TRINITY_DN48959_c0_g1_i1"
"156805"	"K02884"	"TRINITY_DN48959_c0_g1_i8"
"156806"	"K02884"	"TRINITY_DN48959_c0_g1_i9"
"156816"	"K02731"	"TRINITY_DN490087_c0_g1_i1"
"156821"	"K12614"	"TRINITY_DN490162_c0_g2_i2"
"156822"	"K12391"	"TRINITY_DN490182_c0_g1_i1"
"156823"	"K12391"	"TRINITY_DN490182_c0_g1_i2"
"156824"	"K24983"	"TRINITY_DN490191_c0_g1_i1"
"156825"	"K01955"	"TRINITY_DN490278_c0_g1_i1"
"156829"	"K02002"	"TRINITY_DN49044_c0_g1_i1"
"156830"	"K18678"	"TRINITY_DN490467_c0_g2_i1"
"156831"	"K01623"	"TRINITY_DN490476_c0_g1_i1"
"156833"	"K06236"	"TRINITY_DN490513_c0_g1_i1"
"156836"	"K01640"	"TRINITY_DN490653_c0_g1_i1"
"156843"	"K03177"	"TRINITY_DN491019_c0_g1_i1"
"156845"	"K12624"	"TRINITY_DN491129_c0_g1_i1"
"156848"	"K10845"	"TRINITY_DN491255_c0_g1_i1"
"156857"	"K03040"	"TRINITY_DN491449_c0_g1_i1"
"156859"	"K13992"	"TRINITY_DN491452_c0_g1_i1"
"156865"	"K17908"	"TRINITY_DN491540_c0_g1_i3"
"156868"	"K08316"	"TRINITY_DN491586_c0_g2_i2"
"156877"	"K10208"	"TRINITY_DN491691_c0_g1_i1"
"156881"	"K18412"	"TRINITY_DN4917_c0_g1_i5"
"156885"	"K07736"	"TRINITY_DN49185_c0_g3_i2"
"156886"	"K07736"	"TRINITY_DN49185_c0_g3_i3"
"156887"	"K07736"	"TRINITY_DN49185_c0_g3_i4"
"156888"	"K07736"	"TRINITY_DN49185_c3_g1_i1"
"156889"	"K05692"	"TRINITY_DN49188_c2_g1_i1"
"156890"	"K14010"	"TRINITY_DN491893_c0_g1_i1"
"156893"	"K01870"	"TRINITY_DN49217_c0_g2_i1"
"156894"	"K16569"	"TRINITY_DN492217_c0_g1_i1"
"156895"	"K00743"	"TRINITY_DN492276_c0_g1_i1"
"156897"	"K11824"	"TRINITY_DN492360_c0_g1_i1"
"156898"	"K02031"	"TRINITY_DN492485_c0_g1_i1"
"156903"	"K08679"	"TRINITY_DN49262_c0_g1_i1"
"156908"	"K06119"	"TRINITY_DN492801_c0_g1_i1"
"156911"	"K08889"	"TRINITY_DN492922_c0_g1_i1"
"156913"	"K14018"	"TRINITY_DN493005_c0_g1_i1"
"156918"	"K00754"	"TRINITY_DN493052_c0_g2_i1"
"156919"	"K01338"	"TRINITY_DN493071_c0_g1_i2"
"156928"	"K11540"	"TRINITY_DN49340_c0_g1_i3"
"156932"	"K00643"	"TRINITY_DN493474_c0_g1_i1"
"156933"	"K02035"	"TRINITY_DN49349_c0_g1_i1"
"156934"	"K01847"	"TRINITY_DN4934_c0_g1_i2"
"156935"	"K07588"	"TRINITY_DN4934_c1_g1_i1"
"156939"	"K11824"	"TRINITY_DN493723_c0_g1_i1"
"156941"	"K17350"	"TRINITY_DN493786_c0_g1_i1"
"156944"	"K15634"	"TRINITY_DN493850_c0_g1_i1"
"156946"	"K00286"	"TRINITY_DN493940_c0_g1_i1"
"156949"	"K04515"	"TRINITY_DN494042_c0_g1_i2"
"156951"	"K08486"	"TRINITY_DN494087_c0_g1_i1"
"156954"	"K16055"	"TRINITY_DN494192_c0_g1_i1"
"156960"	"K14498"	"TRINITY_DN49429_c0_g1_i5"
"156961"	"K11253"	"TRINITY_DN4942_c0_g3_i1"
"156963"	"K01895"	"TRINITY_DN49431_c0_g1_i3"
"156970"	"K00814"	"TRINITY_DN494532_c0_g1_i1"
"156971"	"K00394"	"TRINITY_DN494533_c0_g1_i2"
"156972"	"K01061"	"TRINITY_DN494550_c0_g1_i2"
"156974"	"K14324"	"TRINITY_DN49473_c1_g2_i2"
"156977"	"K15296"	"TRINITY_DN494854_c0_g1_i1"
"156979"	"K01637"	"TRINITY_DN494865_c0_g1_i16"
"156980"	"K01637"	"TRINITY_DN494865_c0_g1_i8"
"156987"	"K01420"	"TRINITY_DN49507_c0_g1_i2"
"156989"	"K08869"	"TRINITY_DN495121_c0_g1_i1"
"156992"	"K02995"	"TRINITY_DN495152_c0_g1_i1"
"156994"	"K14398"	"TRINITY_DN495234_c0_g1_i1"
"156995"	"K24810"	"TRINITY_DN49525_c0_g1_i1"
"157002"	"K09662"	"TRINITY_DN495571_c0_g1_i1"
"157004"	"K23379"	"TRINITY_DN495628_c0_g1_i1"
"157009"	"K08826"	"TRINITY_DN495815_c0_g1_i1"
"157011"	"K15342"	"TRINITY_DN495958_c0_g1_i1"
"157012"	"K02034"	"TRINITY_DN496111_c0_g1_i1"
"157015"	"K24796"	"TRINITY_DN496141_c0_g2_i2"
"157018"	"K09969"	"TRINITY_DN49622_c0_g1_i1"
"157019"	"K09969"	"TRINITY_DN49622_c1_g1_i1"
"157020"	"K09969"	"TRINITY_DN49622_c1_g1_i2"
"157021"	"K09969"	"TRINITY_DN49622_c3_g1_i1"
"157030"	"K01079"	"TRINITY_DN496491_c0_g1_i1"
"157031"	"K00573"	"TRINITY_DN496532_c0_g2_i1"
"157036"	"K00033"	"TRINITY_DN496799_c0_g1_i1"
"157038"	"K23289"	"TRINITY_DN496830_c0_g1_i2"
"157041"	"K11252"	"TRINITY_DN49698_c0_g1_i2"
"157045"	"K13194"	"TRINITY_DN497081_c0_g2_i1"
"157047"	"K07735"	"TRINITY_DN497111_c0_g2_i1"
"157049"	"K03125"	"TRINITY_DN497188_c0_g1_i1"
"157057"	"K18749"	"TRINITY_DN49748_c0_g1_i3"
"157060"	"K21866"	"TRINITY_DN497680_c0_g2_i1"
"157062"	"K15304"	"TRINITY_DN497706_c0_g1_i1"
"157067"	"K00602"	"TRINITY_DN49787_c0_g1_i1"
"157077"	"K03265"	"TRINITY_DN498158_c0_g1_i2"
"157084"	"K08296"	"TRINITY_DN498361_c0_g1_i1"
"157086"	"K02984"	"TRINITY_DN498407_c0_g2_i1"
"157087"	"K03355"	"TRINITY_DN498537_c0_g1_i1"
"157088"	"K02685"	"TRINITY_DN498542_c0_g2_i1"
"157090"	"K05366"	"TRINITY_DN498598_c0_g1_i1"
"157091"	"K05366"	"TRINITY_DN498598_c0_g1_i2"
"157098"	"K00698"	"TRINITY_DN499086_c0_g1_i1"
"157099"	"K10232"	"TRINITY_DN499123_c0_g2_i1"
"157102"	"K06215"	"TRINITY_DN499219_c0_g1_i1"
"157103"	"K02027"	"TRINITY_DN499249_c0_g1_i1"
"157108"	"K02358"	"TRINITY_DN499501_c3_g1_i1"
"157109"	"K13896"	"TRINITY_DN499537_c0_g1_i2"
"157111"	"K00973"	"TRINITY_DN499557_c0_g1_i1"
"157114"	"K14172"	"TRINITY_DN499688_c0_g1_i1"
"157120"	"K10534"	"TRINITY_DN499974_c0_g1_i1"
"157125"	"K02355"	"TRINITY_DN500268_c0_g1_i1"
"157126"	"K00053"	"TRINITY_DN50030_c0_g1_i1"
"157127"	"K00123"	"TRINITY_DN500337_c0_g1_i1"
"157132"	"K02520"	"TRINITY_DN500719_c0_g1_i1"
"157133"	"K17451"	"TRINITY_DN501020_c0_g2_i2"
"157140"	"K07485"	"TRINITY_DN501193_c0_g1_i5"
"157141"	"K03124"	"TRINITY_DN501229_c0_g1_i1"
"157145"	"K02314"	"TRINITY_DN501562_c0_g1_i1"
"157149"	"K14834"	"TRINITY_DN501733_c0_g1_i1"
"157152"	"K17830"	"TRINITY_DN501804_c0_g1_i1"
"157155"	"K13075"	"TRINITY_DN502034_c0_g1_i1"
"157156"	"K07497"	"TRINITY_DN502037_c0_g1_i1"
"157161"	"K11180"	"TRINITY_DN502435_c0_g1_i1"
"157163"	"K06960"	"TRINITY_DN502611_c0_g1_i1"
"157180"	"K00323"	"TRINITY_DN503344_c0_g1_i1"
"157182"	"K11594"	"TRINITY_DN50338_c0_g1_i1"
"157184"	"K01265"	"TRINITY_DN503475_c0_g1_i1"
"157185"	"K20363"	"TRINITY_DN503499_c0_g1_i1"
"157190"	"K02945"	"TRINITY_DN50381_c0_g1_i4"
"157192"	"K08048"	"TRINITY_DN504073_c0_g1_i1"
"157193"	"K07323"	"TRINITY_DN504082_c0_g1_i1"
"157196"	"K06170"	"TRINITY_DN504382_c0_g1_i1"
"157197"	"K11335"	"TRINITY_DN504407_c0_g1_i1"
"157198"	"K20265"	"TRINITY_DN504439_c0_g1_i1"
"157200"	"K01687"	"TRINITY_DN504736_c0_g1_i1"
"157205"	"K00855"	"TRINITY_DN504986_c0_g1_i1"
"157207"	"K06816"	"TRINITY_DN505047_c0_g2_i1"
"157210"	"K07080"	"TRINITY_DN505186_c0_g1_i1"
"157215"	"K13789"	"TRINITY_DN50533_c0_g1_i2"
"157216"	"K02622"	"TRINITY_DN505376_c0_g1_i1"
"157219"	"K07335"	"TRINITY_DN505400_c0_g2_i1"
"157220"	"K02218"	"TRINITY_DN5054_c0_g1_i15"
"157222"	"K06902"	"TRINITY_DN50555_c0_g1_i1"
"157223"	"K22063"	"TRINITY_DN505618_c0_g1_i1"
"157224"	"K22063"	"TRINITY_DN505618_c0_g1_i2"
"157238"	"K12567"	"TRINITY_DN506089_c0_g1_i1"
"157242"	"K17603"	"TRINITY_DN506258_c0_g1_i1"
"157244"	"K05692"	"TRINITY_DN506403_c0_g1_i1"
"157245"	"K05692"	"TRINITY_DN506403_c0_g1_i2"
"157246"	"K13026"	"TRINITY_DN506449_c0_g2_i1"
"157247"	"K13026"	"TRINITY_DN506449_c0_g2_i2"
"157248"	"K13026"	"TRINITY_DN506449_c0_g3_i1"
"157249"	"K00266"	"TRINITY_DN506487_c0_g1_i2"
"157252"	"K01148"	"TRINITY_DN506714_c0_g1_i1"
"157254"	"K02935"	"TRINITY_DN506751_c0_g1_i1"
"157255"	"K10380"	"TRINITY_DN506757_c0_g2_i1"
"157263"	"K08928"	"TRINITY_DN506943_c0_g1_i1"
"157271"	"K01916"	"TRINITY_DN50741_c0_g1_i1"
"157272"	"K11275"	"TRINITY_DN507428_c0_g1_i1"
"157276"	"K10592"	"TRINITY_DN507658_c1_g1_i1"
"157277"	"K23801"	"TRINITY_DN507799_c0_g1_i2"
"157281"	"K10089"	"TRINITY_DN508021_c0_g1_i1"
"157282"	"K15044"	"TRINITY_DN508037_c0_g2_i1"
"157298"	"K04564"	"TRINITY_DN508734_c0_g1_i1"
"157303"	"K02896"	"TRINITY_DN50910_c0_g1_i1"
"157305"	"K03544"	"TRINITY_DN509286_c0_g1_i1"
"157306"	"K23899"	"TRINITY_DN509399_c0_g1_i1"
"157308"	"K22468"	"TRINITY_DN509472_c0_g1_i1"
"157313"	"K00123"	"TRINITY_DN509808_c0_g1_i1"
"157315"	"K12813"	"TRINITY_DN509896_c0_g1_i3"
"157317"	"K02689"	"TRINITY_DN509_c1_g1_i1"
"157324"	"K01419"	"TRINITY_DN510240_c0_g1_i1"
"157325"	"K00626"	"TRINITY_DN510270_c0_g1_i1"
"157326"	"K01958"	"TRINITY_DN510278_c0_g1_i1"
"157329"	"K14944"	"TRINITY_DN510532_c0_g1_i1"
"157331"	"K23424"	"TRINITY_DN5106_c0_g1_i5"
"157334"	"K13590"	"TRINITY_DN511050_c0_g1_i1"
"157336"	"K00939"	"TRINITY_DN51140_c0_g2_i2"
"157338"	"K20175"	"TRINITY_DN511598_c0_g2_i1"
"157344"	"K01847"	"TRINITY_DN512088_c0_g1_i1"
"157351"	"K15306"	"TRINITY_DN512701_c0_g1_i1"
"157355"	"K01365"	"TRINITY_DN513066_c0_g2_i1"
"157362"	"K10284"	"TRINITY_DN513163_c0_g1_i1"
"157364"	"K13993"	"TRINITY_DN51318_c0_g1_i1"
"157366"	"K01681"	"TRINITY_DN513230_c0_g1_i1"
"157367"	"K02927"	"TRINITY_DN51325_c1_g1_i2"
"157374"	"K06213"	"TRINITY_DN513553_c0_g1_i1"
"157381"	"K02919"	"TRINITY_DN51416_c0_g2_i1"
"157384"	"K24436"	"TRINITY_DN514220_c0_g1_i1"
"157385"	"K09355"	"TRINITY_DN514311_c0_g2_i1"
"157391"	"K03231"	"TRINITY_DN514500_c0_g2_i1"
"157392"	"K03231"	"TRINITY_DN514500_c0_g3_i1"
"157404"	"K18678"	"TRINITY_DN514888_c0_g1_i1"
"157407"	"K15553"	"TRINITY_DN514913_c0_g1_i1"
"157408"	"K15553"	"TRINITY_DN514913_c0_g2_i1"
"157410"	"K03624"	"TRINITY_DN515034_c0_g1_i1"
"157411"	"K02864"	"TRINITY_DN515062_c0_g1_i1"
"157415"	"K23549"	"TRINITY_DN515138_c0_g1_i1"
"157416"	"K02128"	"TRINITY_DN51516_c0_g1_i2"
"157422"	"K02520"	"TRINITY_DN515389_c0_g1_i1"
"157423"	"K00464"	"TRINITY_DN51539_c0_g1_i5"
"157426"	"K14944"	"TRINITY_DN51557_c0_g1_i2"
"157430"	"K07301"	"TRINITY_DN51564_c0_g1_i1"
"157438"	"K13991"	"TRINITY_DN51584_c0_g1_i1"
"157442"	"K13993"	"TRINITY_DN515938_c0_g1_i1"
"157443"	"K00951"	"TRINITY_DN5159_c0_g1_i1"
"157444"	"K01139"	"TRINITY_DN5159_c0_g1_i2"
"157445"	"K00951"	"TRINITY_DN5159_c0_g1_i3"
"157446"	"K00951"	"TRINITY_DN5159_c0_g1_i5"
"157450"	"K13411"	"TRINITY_DN51616_c0_g1_i1"
"157451"	"K13411"	"TRINITY_DN51616_c0_g5_i2"
"157453"	"K06158"	"TRINITY_DN51625_c1_g1_i2"
"157458"	"K18696"	"TRINITY_DN51636_c1_g1_i4"
"157459"	"K18696"	"TRINITY_DN51636_c1_g1_i6"
"157460"	"K18696"	"TRINITY_DN51636_c1_g1_i9"
"157461"	"K00131"	"TRINITY_DN516438_c0_g2_i1"
"157462"	"K02035"	"TRINITY_DN516549_c0_g1_i1"
"157464"	"K05595"	"TRINITY_DN51655_c0_g1_i6"
"157467"	"K00696"	"TRINITY_DN516708_c0_g1_i1"
"157475"	"K13525"	"TRINITY_DN517333_c0_g1_i1"
"157476"	"K13525"	"TRINITY_DN517333_c0_g2_i1"
"157478"	"K02470"	"TRINITY_DN517418_c0_g2_i1"
"157479"	"K11593"	"TRINITY_DN517480_c0_g1_i1"
"157480"	"K01868"	"TRINITY_DN51749_c0_g1_i3"
"157481"	"K01358"	"TRINITY_DN51749_c0_g2_i1"
"157482"	"K01999"	"TRINITY_DN517500_c0_g2_i1"
"157483"	"K03936"	"TRINITY_DN517530_c0_g1_i2"
"157487"	"K02536"	"TRINITY_DN517930_c0_g1_i2"
"157488"	"K21436"	"TRINITY_DN517_c2_g1_i1"
"157491"	"K21197"	"TRINITY_DN518155_c0_g1_i1"
"157492"	"K03043"	"TRINITY_DN518300_c0_g1_i1"
"157498"	"K00507"	"TRINITY_DN518612_c0_g1_i1"
"157505"	"K01326"	"TRINITY_DN51884_c1_g1_i3"
"157508"	"K13628"	"TRINITY_DN51895_c0_g1_i1"
"157510"	"K02004"	"TRINITY_DN519126_c0_g1_i1"
"157511"	"K05750"	"TRINITY_DN519133_c0_g1_i1"
"157512"	"K16548"	"TRINITY_DN519215_c0_g1_i1"
"157513"	"K14498"	"TRINITY_DN519220_c0_g1_i3"
"157515"	"K09826"	"TRINITY_DN51927_c0_g2_i1"
"157527"	"K03403"	"TRINITY_DN5200_c0_g1_i1"
"157531"	"K01687"	"TRINITY_DN520294_c0_g1_i1"
"157532"	"K02703"	"TRINITY_DN52041_c0_g2_i1"
"157533"	"K02703"	"TRINITY_DN52041_c0_g2_i3"
"157534"	"K07342"	"TRINITY_DN52053_c1_g1_i4"
"157539"	"K08997"	"TRINITY_DN52065_c0_g1_i1"
"157542"	"K00336"	"TRINITY_DN521010_c0_g1_i1"
"157543"	"K00335"	"TRINITY_DN521010_c0_g2_i1"
"157544"	"K00262"	"TRINITY_DN521100_c0_g1_i1"
"157546"	"K13789"	"TRINITY_DN521220_c0_g1_i2"
"157550"	"K11755"	"TRINITY_DN521276_c0_g1_i1"
"157553"	"K24970"	"TRINITY_DN521382_c0_g1_i2"
"157558"	"K07901"	"TRINITY_DN521724_c0_g1_i1"
"157560"	"K02027"	"TRINITY_DN521743_c0_g1_i1"
"157561"	"K01886"	"TRINITY_DN521757_c0_g1_i1"
"157571"	"K02891"	"TRINITY_DN522110_c0_g2_i1"
"157572"	"K23978"	"TRINITY_DN522115_c0_g1_i1"
"157577"	"K00262"	"TRINITY_DN522424_c0_g1_i1"
"157578"	"K00262"	"TRINITY_DN522424_c0_g2_i1"
"157579"	"K26544"	"TRINITY_DN522433_c0_g1_i1"
"157595"	"K14156"	"TRINITY_DN52348_c0_g2_i2"
"157606"	"K01724"	"TRINITY_DN524012_c0_g1_i2"
"157608"	"K00239"	"TRINITY_DN52414_c1_g1_i1"
"157609"	"K00239"	"TRINITY_DN52414_c1_g1_i2"
"157610"	"K00241"	"TRINITY_DN52414_c1_g2_i1"
"157611"	"K07890"	"TRINITY_DN524238_c0_g1_i1"
"157613"	"K01955"	"TRINITY_DN524305_c0_g1_i1"
"157614"	"K08832"	"TRINITY_DN524311_c0_g1_i1"
"157615"	"K02936"	"TRINITY_DN52449_c0_g1_i1"
"157616"	"K08906"	"TRINITY_DN524512_c0_g2_i1"
"157617"	"K01883"	"TRINITY_DN524566_c0_g1_i1"
"157620"	"K02058"	"TRINITY_DN524578_c0_g1_i1"
"157621"	"K06943"	"TRINITY_DN524857_c0_g1_i1"
"157623"	"K11583"	"TRINITY_DN524960_c6_g1_i1"
"157625"	"K01602"	"TRINITY_DN524_c0_g2_i6"
"157626"	"K01602"	"TRINITY_DN524_c0_g3_i3"
