Seq	Level1	Level2	Level3	Level4	Level5	Level6	Level7
Seq27106	Eukaryota	SAR	Alveolata	Ciliophora	Postciliodesmatophora	Karyorelictea	uncultured eukaryote
Seq27107	Eukaryota	SAR	Alveolata	Ciliophora	Zosterodasys sp. 2 QZ-2013	Zosterodasys sp. 2 QZ-2013	Zosterodasys sp. 2 QZ-2013
Seq27108	Eukaryota	SAR	Alveolata	Ciliophora	uncultured eukaryote	uncultured eukaryote	uncultured eukaryote
Seq27109	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinoflagellata	Dinoflagellata	Dinoflagellata
Seq27110	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae	Dinophyceae
Seq27111	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Adenoides eludens	Adenoides eludens
Seq27112	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Amphidiniopsis hexagona	Amphidiniopsis hexagona
Seq27113	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Amphidinium cupulatisquama	Amphidinium cupulatisquama
Seq27114	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Amphidinium semilunatum	Amphidinium semilunatum
Seq27115	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Azadinium zhuanum	Azadinium zhuanum
Seq27116	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiales
Seq27117	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Amphisolenia
Seq27118	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysis
Seq27119	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Phalacroma
Seq27120	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Sinophysis
Seq27121	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	uncultured eukaryote
Seq27122	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophyta sp. NY011	Dinophyta sp. NY011
Seq27123	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gloeodinium viscum	Gloeodinium viscum
Seq27124	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodiniphycidae
Seq27125	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Amphidinium
Seq27126	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Amphidinium corpulentum
Seq27127	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Amphidinium semilunatum
Seq27128	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Ankistrodinium
Seq27129	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodinium clade
Seq27130	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gyrodinium
Seq27131	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Incertae Sedis
Seq27132	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Kareniaceae
Seq27133	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Katodinium
Seq27134	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Moestrupia
Seq27135	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Ptychodiscus
Seq27136	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Suessiaceae
Seq27137	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Tovelliaceae
Seq27138	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	uncultured
Seq27139	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	uncultured dinoflagellate
Seq27140	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	uncultured eukaryote
Seq27141	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Incertae Sedis	Ailadinium
Seq27142	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Incertae Sedis	Madanidinium
Seq27143	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Incertae Sedis	Pileidinium
Seq27144	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Incertae Sedis	Sabulodinium
Seq27145	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Laciniporus arabicus	Laciniporus arabicus
Seq27146	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Pentapharsodinium tyrrhenicum	Pentapharsodinium tyrrhenicum
Seq27147	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniphycidae	Peridiniphycidae
Seq27148	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniphycidae	Gonyaulacales
Seq27149	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniphycidae	Peridiniales
Seq27150	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniphycidae	Podolampadaceae
Seq27151	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniphycidae	Thoracosphaeraceae
Seq27152	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Peridinium palatinum	Peridinium palatinum
Seq27153	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentrales
Seq27154	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Plagiodinium
Seq27155	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentrum
Seq27156	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	Sinophysis ebriola	Sinophysis ebriola
Seq27157	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	uncultured eukaryote	uncultured eukaryote
Seq27158	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	uncultured	uncultured
Seq27159	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	uncultured	uncultured Glenodinium
Seq27160	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	uncultured	uncultured Syndiniales
Seq27161	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	uncultured	uncultured eukaryote
Seq27162	Eukaryota	SAR	Alveolata	Dinoflagellata	Dinophyceae	uncultured	uncultured marine eukaryote
Seq27163	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Incertae Sedis	Incertae Sedis
Seq27164	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Amyloodinium ocellatum	Amyloodinium ocellatum
Seq27165	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium
Seq27166	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium cf. mangini
Seq27167	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium contortum
Seq27168	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium galatheanum
Seq27169	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium mangini
Seq27170	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium navicula
Seq27171	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium oviforme
Seq27172	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium pruvoti
Seq27173	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium sp. 1 CAdS-2011
Seq27174	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	Blastodinium spinulosum
Seq27175	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	uncultured eukaryote
Seq27176	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Blastodinium	uncultured marine eukaryote
Seq27177	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Cabra matta	Cabra matta
Seq27178	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Haplozoon	Haplozoon
Seq27179	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Haplozoon	Haplozoon praxillellae
Seq27180	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Haplozoon	Haplozoon sp. KCW-2018a
Seq27181	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Haplozoon	uncultured eukaryote
Seq27182	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	Paulsenella	Paulsenella vonstoschii
Seq27183	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	marine metagenome	marine metagenome
Seq27184	Eukaryota	SAR	Alveolata	Dinoflagellata	Incertae Sedis	uncultured Peridinium	uncultured Peridinium
Seq27185	Eukaryota	SAR	Alveolata	Dinoflagellata	Noctilucales	Noctilucales	Noctilucales
Seq27186	Eukaryota	SAR	Alveolata	Dinoflagellata	Noctilucales	Abedinium	Abedinium
Seq27187	Eukaryota	SAR	Alveolata	Dinoflagellata	Noctilucales	Abedinium	uncultured eukaryote
Seq27188	Eukaryota	SAR	Alveolata	Dinoflagellata	Noctilucales	Noctiluca	Noctiluca scintillans
Seq27189	Eukaryota	SAR	Alveolata	Dinoflagellata	Noctilucales	Spatulodinium	Spatulodinium pseudonoctiluca
Seq27190	Eukaryota	SAR	Alveolata	Dinoflagellata	Noctilucales	uncultured eukaryote	uncultured eukaryote
Seq27191	Eukaryota	SAR	Alveolata	Dinoflagellata	Peridinium sociale	Peridinium sociale	Peridinium sociale
Seq27192	Eukaryota	SAR	Alveolata	Dinoflagellata	uncultured dinoflagellate	uncultured dinoflagellate	uncultured dinoflagellate
Seq27193	Eukaryota	SAR	Alveolata	Dinoflagellata	uncultured eukaryote	uncultured eukaryote	uncultured eukaryote
Seq27194	Eukaryota	SAR	Alveolata	Dinoflagellata	uncultured	uncultured	uncultured
Seq27195	Eukaryota	SAR	Alveolata	Dinoflagellata	uncultured	Dinophyceae sp. ex Thalassicolla nucleata	Dinophyceae sp. ex Thalassicolla nucleata
Seq27196	Eukaryota	SAR	Alveolata	Dinoflagellata	uncultured	uncultured eukaryote	uncultured eukaryote
Seq27197	Eukaryota	SAR	Alveolata	Dinoflagellata	uncultured	uncultured marine alveolate	uncultured marine alveolate
Seq27198	Eukaryota	SAR	Alveolata	Dinoflagellata	uncultured	uncultured marine eukaryote	uncultured marine eukaryote
Seq27199	Eukaryota	SAR	Alveolata	Glenodiniaceae sp. Shosu-2014	Glenodiniaceae sp. Shosu-2014	Glenodiniaceae sp. Shosu-2014	Glenodiniaceae sp. Shosu-2014
Seq27200	Eukaryota	SAR	Alveolata	Incertae Sedis	Incertae Sedis	Incertae Sedis	Incertae Sedis
Seq27201	Eukaryota	SAR	Alveolata	Incertae Sedis	Colponema	Colponema	Colponema
Seq27202	Eukaryota	SAR	Alveolata	Incertae Sedis	Colponema	Colponema edaphicum	Colponema edaphicum
Seq27203	Eukaryota	SAR	Alveolata	Incertae Sedis	Colponema	Colponema vietnamica	Colponema vietnamica
Seq27204	Eukaryota	SAR	Alveolata	Incertae Sedis	Colponema	uncultured eukaryote	uncultured eukaryote
Seq27205	Eukaryota	SAR	Alveolata	Incertae Sedis	Colponema	uncultured freshwater eukaryote	uncultured freshwater eukaryote
Seq27206	Eukaryota	SAR	Alveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata
Seq27207	Eukaryota	SAR	Alveolata	Protalveolata	Chromerida	Chromera	Chromera
Seq27208	Eukaryota	SAR	Alveolata	Protalveolata	Chromerida	Chromera	Chromera velia CCMP2878
Seq27209	Eukaryota	SAR	Alveolata	Protalveolata	Chromerida	Chromera	uncultured apicomplexan
Seq27210	Eukaryota	SAR	Alveolata	Protalveolata	Chromerida	Chromera	uncultured freshwater eukaryote
Seq27211	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodellida	Colpodellida
Seq27212	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella pontica	Colpodella pontica
Seq27213	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	Colpodella
Seq27214	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	Colpodella edax
Seq27215	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	uncultured Colpodella
Seq27216	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	uncultured Colpodellidae
Seq27217	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	uncultured Paulsenella
Seq27218	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	uncultured alveolate
Seq27219	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	uncultured eukaryote
Seq27220	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Colpodella	uncultured freshwater eukaryote
Seq27221	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	Voromonas	Voromonas pontica
Seq27222	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	uncultured eukaryote	uncultured eukaryote
Seq27223	Eukaryota	SAR	Alveolata	Protalveolata	Colpodellida	uncultured freshwater eukaryote	uncultured freshwater eukaryote
Seq27224	Eukaryota	SAR	Alveolata	Protalveolata	Incertae Sedis	Ellobiopsidae	Ellobiopsidae
Seq27225	Eukaryota	SAR	Alveolata	Protalveolata	Incertae Sedis	Ellobiopsidae	Ellobiopsis
Seq27226	Eukaryota	SAR	Alveolata	Protalveolata	Incertae Sedis	Ellobiopsidae	Thalassomyces
Seq27227	Eukaryota	SAR	Alveolata	Protalveolata	Incertae Sedis	Ellobiopsidae	uncultured
Seq27228	Eukaryota	SAR	Alveolata	Protalveolata	Oxyrrhis	Oxyrrhis	Oxyrrhis
Seq27229	Eukaryota	SAR	Alveolata	Protalveolata	Oxyrrhis	Oxyrrhis marina	Oxyrrhis marina
Seq27230	Eukaryota	SAR	Alveolata	Protalveolata	Oxyrrhis	Oxyrrhis sp. WHOI_LI1-5-6	Oxyrrhis sp. WHOI_LI1-5-6
Seq27231	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Perkinsidae	Perkinsidae
Seq27232	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	A31	A31
Seq27233	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	A31	eukaryotic picoplankton environmental sample
Seq27234	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	A31	metagenome
Seq27235	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	A31	uncultured alveolate
Seq27236	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	A31	uncultured eukaryote
Seq27237	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	A31	uncultured freshwater eukaryote
Seq27238	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	A31	uncultured microeukaryote
Seq27239	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	Parvilucifera
Seq27240	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	Dinovorax pyriformis
Seq27241	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	Parvilucifera corolla
Seq27242	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	Parvilucifera prorocentri
Seq27243	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	Parvilucifera sinerae
Seq27244	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	uncultured alveolate
Seq27245	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	uncultured dinoflagellate
Seq27246	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	uncultured eukaryote
Seq27247	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	uncultured freshwater eukaryote
Seq27248	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Parvilucifera	uncultured marine eukaryote
Seq27249	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Perkinsus	Perkinsus
Seq27250	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Perkinsus	Gadus morhua X-cell parasite
Seq27251	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Perkinsus	Perkinsus chesapeaki
Seq27252	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Perkinsus	Perkinsus marinus
Seq27253	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Perkinsus	Perkinsus qugwadi
Seq27254	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	Perkinsus	uncultured marine eukaryote
Seq27255	Eukaryota	SAR	Alveolata	Protalveolata	Perkinsidae	uncultured marine eukaryote	uncultured marine eukaryote
Seq27256	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales	Syndiniales
Seq27257	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	Amoebophrya
Seq27258	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	Amoebophrya sp. ex Akashiwo sanguineaum
Seq27259	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	Amoebophrya sp. ex Gymnodinium instriatum
Seq27260	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	Amoebophrya sp. ex Karlodinium micrum
Seq27261	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	Amoebophrya sp. ex Prorocentrum micans
Seq27262	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	Uncultured marine alveolate Group II DH148-EKD27
Seq27263	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	phytoplankton environmental sample
Seq27264	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	uncultured Amoebophrya
Seq27265	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	uncultured Syndiniales
Seq27266	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	uncultured alveolate
Seq27267	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	uncultured dinoflagellate
Seq27268	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	uncultured eukaryote
Seq27269	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	uncultured marine alveolate
Seq27270	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Amoebophrya	uncultured marine eukaryote
Seq27271	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Duboscquella	Duboscquella
Seq27272	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Duboscquella	Euduboscquella cachoni
Seq27273	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Duboscquella	uncultured Duboscquella
Seq27274	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Duboscquella	uncultured dinoflagellate
Seq27275	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Duboscquella	uncultured eukaryote
Seq27276	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Duboscquella	uncultured marine eukaryote
Seq27277	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Hematodinium	Hematodinium
Seq27278	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Hematodinium	Hematodinium sp. SG-2012
Seq27279	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Hematodinium	uncultured eukaryote
Seq27280	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	Syndiniales Group I
Seq27281	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	Ceratoperidinium falcatum
Seq27282	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	Ichthyodinium sp. PL
Seq27283	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	Uncultured marine alveolate Group II DH145-EKD20
Seq27284	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	eukaryote clone OLI11029
Seq27285	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	eukaryote clone OLI11033
Seq27286	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured Dinophyceae OLI02001
Seq27287	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured Syndiniales
Seq27288	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured alveolate
Seq27289	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured ciliate
Seq27290	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured dinoflagellate
Seq27291	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured eukaryote
Seq27292	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured marine alveolate
Seq27293	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured marine eukaryote
Seq27294	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured marine picoeukaryote
Seq27295	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group I	uncultured marine picoplankton
Seq27296	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	Syndiniales Group II
Seq27297	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	Mesocyclops pehpeiensis
Seq27298	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	eukaryote clone OLI11010
Seq27299	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	phytoplankton environmental sample
Seq27300	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured Amoebophrya
Seq27301	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured Syndiniales
Seq27302	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured alveolate
Seq27303	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured dinoflagellate
Seq27304	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured eukaryote
Seq27305	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured eukaryote HF0200_37F04
Seq27306	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured marine Syndiniales
Seq27307	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured marine alveolate
Seq27308	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured marine eukaryote
Seq27309	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group II	uncultured marine picoeukaryote
Seq27310	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group III	Syndiniales Group III
Seq27311	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group III	uncultured Rhizaria
Seq27312	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group III	uncultured eukaryote
Seq27313	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group III	uncultured marine eukaryote
Seq27314	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group V	Syndiniales Group V
Seq27315	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group V	uncultured dinoflagellate
Seq27316	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndiniales Group V	uncultured eukaryote
Seq27317	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndinium	Syndinium
Seq27318	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndinium	uncultured marine Syndiniales
Seq27319	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	Syndinium	uncultured marine eukaryote
Seq27320	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured dinoflagellate	uncultured dinoflagellate
Seq27321	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured eukaryote	uncultured eukaryote
Seq27322	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured marine alveolate	uncultured marine alveolate
Seq27323	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured marine eukaryote	uncultured marine eukaryote
Seq27324	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured	uncultured dinoflagellate
Seq27325	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured	uncultured eukaryote
Seq27326	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured	uncultured marine alveolate
Seq27327	Eukaryota	SAR	Alveolata	Protalveolata	Syndiniales	uncultured	uncultured marine eukaryote
Seq27328	Eukaryota	SAR	Alveolata	uncultured alveolate	uncultured alveolate	uncultured alveolate	uncultured alveolate
Seq27329	Eukaryota	SAR	Alveolata	uncultured eukaryote	uncultured eukaryote	uncultured eukaryote	uncultured eukaryote
Seq27330	Eukaryota	SAR	Alveolata	uncultured marine alveolate	uncultured marine alveolate	uncultured marine alveolate	uncultured marine alveolate
Seq27331	Eukaryota	SAR	Alveolata	uncultured	uncultured	uncultured	uncultured
Seq27332	Eukaryota	SAR	Alveolata	uncultured	Chromerida sp. RM11	Chromerida sp. RM11	Chromerida sp. RM11
Seq27333	Eukaryota	SAR	Alveolata	uncultured	Prorocentrum triestinum	Prorocentrum triestinum	Prorocentrum triestinum
Seq27334	Eukaryota	SAR	Alveolata	uncultured	metagenome	metagenome	metagenome
Seq27335	Eukaryota	SAR	Alveolata	uncultured	seawater metagenome	seawater metagenome	seawater metagenome
Seq27336	Eukaryota	SAR	Alveolata	uncultured	uncultured alveolate	uncultured alveolate	uncultured alveolate
Seq27337	Eukaryota	SAR	Alveolata	uncultured	uncultured dinoflagellate	uncultured dinoflagellate	uncultured dinoflagellate
Seq27338	Eukaryota	SAR	Alveolata	uncultured	uncultured eukaryote	uncultured eukaryote	uncultured eukaryote
Seq27339	Eukaryota	SAR	Alveolata	uncultured	uncultured freshwater eukaryote	uncultured freshwater eukaryote	uncultured freshwater eukaryote
Seq27340	Eukaryota	SAR	Alveolata	uncultured	uncultured marine eukaryote	uncultured marine eukaryote	uncultured marine eukaryote
Seq27341	Eukaryota	SAR	Rhizaria	Rhizaria	Rhizaria	Rhizaria	Rhizaria
Seq27342	Eukaryota	SAR	Rhizaria	Rhizaria	Rhizaria	Rhizaria	Rhizaria
Seq27343	Eukaryota	SAR	Rhizaria	Cercozoa	Cercozoa	Cercozoa	Cercozoa
Seq27344	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Ascetosporea	Ascetosporea
